,price,address,property_type,num_rooms,floor_num,meters,parking,street,city,ppm,driving_time,public_trans_time,public_trans_option,min_driving_time,max_driving_time,public_trans_time_min,number_trans_trips,driving_time_from_parents,driving_time_from_parents_min,driving_time_from_parents_max,parking?,meters_per_room
682,3100000,"Uziel St.  114,Ramat Gan",Apartment,4.0,1,90.0,0,Uziel St.,Ramat Gan,34444.444444444445,typically 10 - 30 min,27 min,364,10.0,30.0,27.0,1,35 min - 1 hr 5 min,35.0,65.0,no,22.5
683,3150000,"Simtat Yiftach  8,Ramat Gan",Duplex,4.0,1,95.0,0,Simtat Yiftach  8,Ramat Gan,33157.89473684211,typically 10 - 30 min,27 min,364,10.0,30.0,27.0,1,35 min - 1 hr 5 min,35.0,65.0,no,23.75
684,1750000,"Yitshak Sadeh St.  14,Netanya",Apartment,3.0,0,57.0,0,Yitshak Sadeh St.,Netanya,30701.754385964912,typically 45 min - 1 hr 40 min,47 min,650,45.0,100.0,47.0,1,1 hr 10 min - 1 hr 50 min,70.0,110.0,no,19.0
685,3150000,"HaToren St.  14,Yavne",Apartment,5.0,7,150.0,1,HaToren St.,Yavne,21000.0,typically 35 min - 1 hr 20 min,NA,NA,35.0,80.0,0.0,1,14 - 24 min,14.0,24.0,yes,30.0
686,2590000,Ha-Shvatim St. Bat Yam,Apartment,3.0,19,83.0,1,Ha-Shvatim St.,Bat Yam,31204.819277108432,typically 24 min - 1 hr 5 min,35 min,240,24.0,65.0,35.0,1,22 - 40 min,22.0,40.0,yes,27.666666666666668
687,3850000,"Yohanan HaSandlar St.  2,Bat Yam",Apartment,5.0,26,109.0,1,Yohanan HaSandlar St.,Bat Yam,35321.10091743119,typically 22 min - 1 hr,47 min,1,22.0,60.0,47.0,1,22 - 40 min,22.0,40.0,yes,21.8
688,1350000,Balfour St. Bat Yam,Apartment,1.5,2,33.0,0,Balfour St.,Bat Yam,40909.09090909091,typically 22 - 55 min,1 hr 9 min,705,22.0,55.0,69.0,1,,,,no,22.0
689,2600000,Avishai St. Beer Sheva,Villa,6.0,1,202.0,1,Avishai St.,Beer Sheva,12871.287128712871,typically 1 hr 25 min - 2 hr 20 min,1 hr 39 min,25        באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל,85.0,140.0,99.0,2,55 min - 1 hr 30 min,55.0,90.0,yes,33.666666666666664
690,1030000,Ha-Rav Simkha Asaf St. Beer Sheva,Garden apt.,3.0,0,55.0,0,Ha-Rav Simkha Asaf St.,Beer Sheva,18727.272727272728,typically 1 hr 25 min - 2 hr 10 min,1 hr 17 min,באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל,85.0,130.0,77.0,1,55 min - 1 hr 25 min,55.0,85.0,no,18.333333333333332
691,1490000,Ein Gedi St. Beer Sheva,Penthouse,6.0,2,188.0,0,Ein Gedi St.,Beer Sheva,7925.531914893617,typically 1 hr 25 min - 2 hr 20 min,NA,NA,85.0,140.0,0.0,1,1 hr - 1 hr 40 min,60.0,100.0,no,31.333333333333332
692,1220000,Menahem Dunkelblum St. Beer Sheva,Apartment,4.5,1,111.0,1,Menahem Dunkelblum St.,Beer Sheva,10990.990990990991,typically 1 hr 25 min - 2 hr 10 min,1 hr 44 min,12א        באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל,85.0,130.0,104.0,2,55 min - 1 hr 25 min,55.0,85.0,yes,24.666666666666668
693,640000,Rahvat Mivtsa Kedem Beersheba,Apartment,3.0,4,76.0,0,RahvatMivtsaKedem,Beer Sheva,8421.052631578947,typically 1 hr 25 min - 2 hr 10 min,1 hr 34 min,25        באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל,85.0,130.0,94.0,2,55 min - 1 hr 25 min,55.0,85.0,no,25.333333333333332
694,940000,Refael Klatchkin St. Beer Sheva,Apartment,3.0,1,80.0,1,Refael Klatchkin St.,Beer Sheva,11750.0,typically 1 hr 25 min - 2 hr 10 min,1 hr 41 min,11        באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל,85.0,130.0,101.0,2,55 min - 1 hr 25 min,55.0,85.0,yes,26.666666666666668
695,1395000,Max Brod St. Beer Sheva,Cottage/house,3.0,1,64.0,1,Max Brod St.,Beer Sheva,21796.875,typically 1 hr 25 min - 2 hr 20 min,1 hr 40 min,11        באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל,85.0,140.0,100.0,2,1 hr - 1 hr 30 min,60.0,90.0,yes,21.333333333333332
696,990000,Refael Klatchkin St. Beer Sheva,Apartment,3.0,1,90.0,1,Refael Klatchkin St.,Beer Sheva,11000.0,typically 1 hr 25 min - 2 hr 10 min,1 hr 41 min,11        באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל,85.0,130.0,101.0,2,55 min - 1 hr 25 min,55.0,85.0,yes,30.0
697,780000,"Abarbanel St.  14,Beer Sheva",Apartment,4.0,4,72.0,0,Abarbanel St.,Beer Sheva,10833.333333333334,typically 1 hr 25 min - 2 hr 20 min,1 hr 40 min,16        באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל,85.0,140.0,100.0,2,1 hr - 1 hr 30 min,60.0,90.0,no,18.0
698,880000,Hahida St. Beer Sheva,Apartment,5.0,3,94.0,0,Hahida St.,Beer Sheva,9361.702127659575,typically 1 hr 25 min - 2 hr 20 min,1 hr 42 min,25        באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל,85.0,140.0,102.0,2,,,,no,18.8
699,995000,Yosef Ben Matityahu St. Beer Sheva,Garden apt.,3.0,0,56.0,0,Yosef Ben Matityahu St.,Beer Sheva,17767.85714285714,typically 1 hr 20 min - 2 hr 10 min,1 hr 20 min,באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל,80.0,130.0,80.0,1,55 min - 1 hr 25 min,55.0,85.0,no,18.666666666666668
700,995000,Basel St. Beer Sheva,Apartment,3.0,7,65.0,2,Basel St.,Beer Sheva,15307.692307692309,typically 1 hr 25 min - 2 hr 20 min,1 hr 32 min,16        באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל,85.0,140.0,92.0,2,1 hr - 1 hr 40 min,60.0,100.0,yes,21.666666666666668
701,1970000,Adler St. Beer Sheva,Cottage/house,5.0,2,120.0,1,Adler St.,Beer Sheva,16416.666666666668,typically 1 hr 25 min - 2 hr 10 min,1 hr 40 min,11        באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל,85.0,130.0,100.0,2,55 min - 1 hr 30 min,55.0,90.0,yes,24.0
702,1420000,Reuven Rubin St. Be'er Sheva,Apartment,2.0,5,64.0,2,Reuven Rubin St.,Beer Sheva,22187.5,typically 1 hr 25 min - 2 hr 20 min,1 hr 27 min,5    באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל,85.0,140.0,87.0,2,55 min - 1 hr 30 min,55.0,90.0,yes,32.0
703,630000,Mivtsa Uvda St. Beer Sheva,Apartment,2.0,3,55.0,0,Mivtsa Uvda St.,Beer Sheva,11454.545454545454,typically 1 hr 25 min - 2 hr 20 min,1 hr 36 min,11        באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל,85.0,140.0,96.0,2,1 hr - 1 hr 30 min,60.0,90.0,no,27.5
704,1140000,Moshe Dayan St. Beer Sheva,Apartment,4.0,4,105.0,1,Moshe Dayan St.,Beer Sheva,10857.142857142857,typically 1 hr 25 min - 2 hr 10 min,1 hr 40 min,11        באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל,85.0,130.0,100.0,2,55 min - 1 hr 25 min,55.0,85.0,yes,26.25
705,699000,Ha-Talmud St. Beer Sheva,Apartment,4.0,3,65.0,0,Ha-Talmud St.,Beer Sheva,10753.846153846154,typically 1 hr 20 min - 2 hr 10 min,1 hr 33 min,25        באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל,80.0,130.0,93.0,2,55 min - 1 hr 25 min,55.0,85.0,no,16.25
706,640000,Derech Metsada Beersheba,Apartment,3.0,3,76.0,0,DerechMetsada,Beer Sheva,8421.052631578947,typically 1 hr 25 min - 2 hr 20 min,1 hr 37 min,12א        באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל,85.0,140.0,97.0,2,55 min - 1 hr 30 min,55.0,90.0,no,25.333333333333332
707,1970000,Ha-Melakhim St. Beer Sheva,Cottage/house,5.0,2,140.0,1,Ha-Melakhim St.,Beer Sheva,14071.42857142857,typically 1 hr 25 min - 2 hr 20 min,1 hr 39 min,11        באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל,85.0,140.0,99.0,2,55 min - 1 hr 30 min,55.0,90.0,yes,28.0
708,800000,"Benjamin Minz St.  28,Be'er Sheva",Apartment,3.0,2,70.0,0,Benjamin Minz St.,Beer Sheva,11428.57142857143,typically 1 hr 25 min - 2 hr 20 min,1 hr 34 min,11        באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל,85.0,140.0,94.0,2,1 hr - 1 hr 30 min,60.0,90.0,no,23.333333333333332
709,2950000,"Pushkin St.  16,Tel Aviv-Yafo",Apartment,2.0,0,57.0,0,Pushkin St.,Tel Aviv-Yafo,51754.38596491228,typically 20 - 45 min,31 min,46,20.0,45.0,31.0,1,28 - 50 min,28.0,50.0,no,28.5
710,2390000,"Huna St.  20,Tel Aviv-Yafo",Apartment,3.0,1,80.0,0,Huna St.,Tel Aviv-Yafo,29875.0,typically 10 - 22 min,22 min,7,10.0,22.0,22.0,1,28 - 50 min,28.0,50.0,no,26.666666666666668
711,4100000,"Yitshak Sadeh St.  4,Bat Yam",Apartment,5.0,25,160.0,2,Yitshak Sadeh St.,Bat Yam,25625.0,typically 24 min - 1 hr,45 min,1,24.0,60.0,45.0,1,,,,yes,32.0
712,1750000,Sheshet ha-Yamim St. Bat Yam,Apartment,2.5,4,60.0,1,Sheshet ha-Yamim St.,Bat Yam,29166.666666666668,typically 22 - 55 min,30 min,240,22.0,55.0,30.0,1,24 - 45 min,24.0,45.0,yes,24.0
713,2200000,Argov St. Holon,Apartment,3.0,3,67.0,0,Argov St.,Holon,32835.82089552239,typically 20 - 55 min,31 min,71,20.0,55.0,31.0,1,26 - 45 min,26.0,45.0,no,22.333333333333332
714,1830000,Balfour St. Bat Yam,Apartment,3.0,3,90.0,0,Balfour St.,Bat Yam,20333.333333333332,typically 22 - 55 min,1 hr 9 min,705,22.0,55.0,69.0,1,,,,no,30.0
715,2650000,Sapir St. Ramla,Duplex,6.0,4,125.0,1,Sapir St.,Ramla,21200.0,typically 35 min - 1 hr 15 min,51 min,450,35.0,75.0,51.0,1,16 - 30 min,16.0,30.0,yes,20.833333333333332
716,3250000,Topaz St. Beer Yaakov,Apartment,5.0,2,125.0,1,Topaz St.,Beer Yaakov,26000.0,typically 35 min - 1 hr 20 min,37 min,159,35.0,80.0,37.0,1,16 - 35 min,16.0,35.0,yes,25.0
717,3320000,Sapir St. Beer Yaakov,Apartment,5.0,3,127.0,2,Sapir St.,Beer Yaakov,26141.732283464567,typically 40 min - 1 hr 30 min,1 hr 5 min,9    רחובות-רחובות<->בנימינה-בנימינה גבעת עדה,40.0,90.0,65.0,2,16 - 35 min,16.0,35.0,yes,25.4
718,2590000,Sa Nes St. Beer Yaakov,Apartment,4.0,1,104.0,1,Sa Nes St.,Beer Yaakov,24903.846153846152,typically 35 min - 1 hr 15 min,40 min,157    240,35.0,75.0,40.0,2,16 - 40 min,16.0,40.0,yes,26.0
719,2860000,Ha-Brosh St. Beer Yaakov,Apartment,4.0,18,100.0,2,Ha-Brosh St.,Beer Yaakov,28600.0,typically 35 min - 1 hr 15 min,44 min,רחובות-רחובות<->בנימינה-בנימינה גבעת עדה,35.0,75.0,44.0,1,16 - 40 min,16.0,40.0,yes,25.0
720,4350000,Leah Goldberg St. Beer Yaakov,Penthouse,5.0,9,140.0,2,Leah Goldberg St.,Beer Yaakov,31071.428571428572,typically 35 min - 1 hr 10 min,49 min,157    240,35.0,70.0,49.0,2,18 - 40 min,18.0,40.0,yes,28.0
721,4690000,HaBanim St. Beer Yaakov,Cottage/house,7.0,2,190.0,1,HaBanim St.,Beer Yaakov,24684.21052631579,typically 35 min - 1 hr 15 min,1 hr 1 min,450,35.0,75.0,61.0,1,16 - 30 min,16.0,30.0,yes,27.142857142857142
722,2550000,Efrayim Kishon St. Beer Yaakov,Apartment,4.0,7,100.0,1,Efrayim Kishon St.,Beer Yaakov,25500.0,typically 35 min - 1 hr 10 min,47 min,157    240,35.0,70.0,47.0,2,,,,yes,25.0
723,3050000,Odem St. Beer Yaakov,Apartment,5.0,7,120.0,2,Odem St.,Beer Yaakov,25416.666666666668,typically 35 min - 1 hr 20 min,47 min,רחובות-רחובות<->בנימינה-בנימינה גבעת עדה,35.0,80.0,47.0,1,16 - 35 min,16.0,35.0,yes,24.0
724,4070000,Leah Goldberg St. Beer Yaakov,Penthouse,5.0,9,140.0,2,Leah Goldberg St.,Beer Yaakov,29071.428571428572,typically 35 min - 1 hr 10 min,49 min,157    240,35.0,70.0,49.0,2,18 - 40 min,18.0,40.0,yes,28.0
725,4600000,Simtat HaAnkor Beer Yaakov,Villa,8.5,3,270.0,0,Simtat HaAnkor,Beer Yaakov,17037.037037037036,typically 35 min - 1 hr 25 min,45 min,רחובות-רחובות<->בנימינה-בנימינה גבעת עדה,35.0,85.0,45.0,1,18 - 35 min,18.0,35.0,no,31.764705882352942
726,2620000,Moshe Dayan St. Ramla,Apartment,5.0,9,140.0,2,Moshe Dayan St.,Ramla,18714.285714285714,typically 35 min - 1 hr 15 min,47 min,450,35.0,75.0,47.0,1,,,,yes,28.0
727,2290000,Yosi Banai St. Ramla,Apartment,4.5,1,124.0,2,Yosi Banai St.,Ramla,18467.74193548387,typically 35 min - 1 hr 20 min,59 min,458,35.0,80.0,59.0,1,14 - 28 min,14.0,28.0,yes,27.555555555555557
728,2099000,Moshe Dayan St. Ramla,Rooftop apt.,4.0,4,97.0,1,Moshe Dayan St.,Ramla,21639.17525773196,typically 35 min - 1 hr 15 min,47 min,450,35.0,75.0,47.0,1,,,,yes,24.25
729,1790000,Sderot Ben Gurion Ramla,Duplex,5.0,6,103.0,0,SderotBenGurion,Ramla,17378.64077669903,typically 35 min - 1 hr 20 min,43 min,450,35.0,80.0,43.0,1,14 - 35 min,14.0,35.0,no,20.6
730,4550000,Odem St. Beer Yaakov,Mini penthouse,5.0,8,138.0,2,Odem St.,Beer Yaakov,32971.014492753624,typically 35 min - 1 hr 20 min,47 min,רחובות-רחובות<->בנימינה-בנימינה גבעת עדה,35.0,80.0,47.0,1,16 - 35 min,16.0,35.0,yes,27.6
731,5580000,Dudo Dotan St. Rishon LeTsiyon,Penthouse,5.0,26,170.0,2,Dudo Dotan St.,Rishon LeTsiyon,32823.529411764706,typically 30 min - 1 hr 15 min,51 min,193,30.0,75.0,51.0,1,20 - 35 min,20.0,35.0,yes,34.0
732,3300000,Ha-Rama St. Ramla,Villa,7.0,3,190.0,1,Ha-Rama St.,Ramla,17368.42105263158,typically 35 min - 1 hr 15 min,51 min,450,35.0,75.0,51.0,1,,,,yes,27.142857142857142
733,1410000,Simha Holtsberg St. Ramla,Apartment,4.0,2,80.0,1,Simha Holtsberg St.,Ramla,17625.0,typically 35 min - 1 hr 15 min,50 min,450,35.0,75.0,50.0,1,,,,yes,20.0
734,3550000,HaRav Kuk St. Ramla,Duplex,5.5,1,175.0,0,HaRav Kuk St.,Ramla,20285.714285714286,typically 35 min - 1 hr 10 min,40 min,450,35.0,70.0,40.0,1,18 - 40 min,18.0,40.0,no,31.818181818181817
735,2220000,HaEtrog St. Ramla,Duplex,5.0,4,130.0,1,HaEtrog St.,Ramla,17076.923076923078,typically 35 min - 1 hr 15 min,53 min,450,35.0,75.0,53.0,1,16 - 35 min,16.0,35.0,yes,26.0
736,2490000,Uzi Hitman St. Ramla,Mini penthouse,4.5,2,127.0,1,Uzi Hitman St.,Ramla,19606.299212598424,typically 35 min - 1 hr 20 min,57 min,458,35.0,80.0,57.0,1,,,,yes,28.22222222222222
737,3790000,Dudo Dotan St. Rishon LeTsiyon,Apartment,6.0,21,130.0,2,Dudo Dotan St.,Rishon LeTsiyon,29153.846153846152,typically 30 min - 1 hr 15 min,51 min,193,30.0,75.0,51.0,1,20 - 35 min,20.0,35.0,yes,21.666666666666668
738,2590000,Meir Ariel St. Ramla,Apartment,5.0,12,125.0,2,Meir Ariel St.,Ramla,20720.0,typically 35 min - 1 hr 20 min,57 min,458,35.0,80.0,57.0,1,14 - 28 min,14.0,28.0,yes,25.0
739,2710000,Topaz St. Beer Yaakov,Apartment,4.0,5,108.0,1,Topaz St.,Beer Yaakov,25092.59259259259,typically 35 min - 1 hr 20 min,37 min,159,35.0,80.0,37.0,1,16 - 35 min,16.0,35.0,yes,27.0
740,2420000,Uzi Hitman St. Ramla,Mini penthouse,4.5,2,120.0,1,Uzi Hitman St.,Ramla,20166.666666666668,typically 35 min - 1 hr 20 min,57 min,458,35.0,80.0,57.0,1,,,,yes,26.666666666666668
741,3250000,HaNakar St. Beer Yaakov,Duplex,5.0,1,120.0,2,HaNakar St.,Beer Yaakov,27083.333333333332,typically 35 min - 1 hr 20 min,39 min,רחובות-רחובות<->בנימינה-בנימינה גבעת עדה,35.0,80.0,39.0,1,16 - 35 min,16.0,35.0,yes,24.0
742,2465000,Ehud Manor St. Ramla,Apartment,4.5,5,116.0,2,Ehud Manor St.,Ramla,21250.0,typically 35 min - 1 hr 10 min,56 min,458,35.0,70.0,56.0,1,14 - 30 min,14.0,30.0,yes,25.77777777777778
743,1090000,Sderot Shlomo HaMelech Lod,Apartment,3.0,4,57.0,0,SderotShlomoHaMelech,Lod,19122.80701754386,typically 35 min - 1 hr 5 min,36 min,461    רחובות-רחובות<->בנימינה-בנימינה גבעת עדה,35.0,65.0,36.0,2,,,,no,19.0
744,2420000,"Moshe Levi  6,Ramla",Apartment,4.0,17,110.0,1,Moshe Levi  6,Ramla,22000.0,typically 35 min - 1 hr 15 min,54 min,450,35.0,75.0,54.0,1,16 - 30 min,16.0,30.0,yes,27.5
745,2840000,Shoshana Damari St. Ramla,Duplex,5.0,1,120.0,1,Shoshana Damari St.,Ramla,23666.666666666668,typically 35 min - 1 hr 15 min,54 min,458,35.0,75.0,54.0,1,12 - 26 min,12.0,26.0,yes,24.0
746,5700000,Topaz St. Beer Yaakov,Penthouse,6.0,14,200.0,2,Topaz St.,Beer Yaakov,28500.0,typically 35 min - 1 hr 20 min,37 min,159,35.0,80.0,37.0,1,16 - 35 min,16.0,35.0,yes,33.333333333333336
747,3900000,Nakhum Guttman St. Ramla,Cottage/house,7.0,2,190.0,2,Nakhum Guttman St.,Ramla,20526.315789473683,typically 35 min - 1 hr 20 min,1 hr 1 min,458,35.0,80.0,61.0,1,16 - 30 min,16.0,30.0,yes,27.142857142857142
748,5580000,Dudo Dotan St. Rishon LeTsiyon,Duplex,6.0,25,156.0,2,Dudo Dotan St.,Rishon LeTsiyon,35769.230769230766,typically 30 min - 1 hr 15 min,51 min,193,30.0,75.0,51.0,1,20 - 35 min,20.0,35.0,yes,26.0
749,2840000,HaAlonim Boulevard Beer Yaakov,Apartment,4.0,2,104.0,1,HaAlonim Boulevard,Beer Yaakov,27307.69230769231,typically 30 min - 1 hr 15 min,41 min,רחובות-רחובות<->בנימינה-בנימינה גבעת עדה,30.0,75.0,41.0,1,,,,yes,26.0
750,3150000,HaShoshanim St. Beer Yaakov,Duplex,5.5,1,127.0,2,HaShoshanim St.,Beer Yaakov,24803.149606299212,typically 35 min - 1 hr 10 min,49 min,רחובות-רחובות<->בנימינה-בנימינה גבעת עדה,35.0,70.0,49.0,1,18 - 35 min,18.0,35.0,yes,23.09090909090909
751,8200000,HaYasmin St. Rehovot,Cottage/house,8.0,2,270.0,0,HaYasmin St.,Rehovot,30370.37037037037,typically 45 min - 1 hr 25 min,1 hr 3 min,277,45.0,85.0,63.0,1,5 - 6 min,5.0,6.0,no,33.75
752,2840000,Bareket St. Be'er Ya'akov,Apartment,4.0,5,100.0,1,Bareket St.,Beer Yaakov,28400.0,typically 35 min - 1 hr 20 min,42 min,רחובות-רחובות<->בנימינה-בנימינה גבעת עדה,35.0,80.0,42.0,1,16 - 30 min,16.0,30.0,yes,25.0
753,3070000,Ha-Brosh St. Beer Yaakov,Apartment,5.0,13,120.0,2,Ha-Brosh St.,Beer Yaakov,25583.333333333332,typically 35 min - 1 hr 15 min,44 min,רחובות-רחובות<->בנימינה-בנימינה גבעת עדה,35.0,75.0,44.0,1,16 - 40 min,16.0,40.0,yes,24.0
754,2520000,Har HaTsofim St. Rehovot,Apartment,4.0,1,90.0,1,Har HaTsofim St.,Rehovot,28000.0,typically 45 min - 1 hr 20 min,1 hr 5 min,17    רחובות-רחובות<->בנימינה-בנימינה גבעת עדה,45.0,80.0,65.0,2,10 - 18 min,10.0,18.0,yes,22.5
755,2980000,HaAlonim Boulevard Beer Yaakov,Apartment,5.0,5,120.0,1,HaAlonim Boulevard,Beer Yaakov,24833.333333333332,typically 30 min - 1 hr 15 min,41 min,רחובות-רחובות<->בנימינה-בנימינה גבעת עדה,30.0,75.0,41.0,1,,,,yes,24.0
756,7500000,HaZayit St. Beer Yaakov,Villa,8.0,2,280.0,0,HaZayit St.,Beer Yaakov,26785.714285714286,typically 35 min - 1 hr 10 min,49 min,157    240,35.0,70.0,49.0,2,20 - 40 min,20.0,40.0,no,35.0
757,1830000,Harduf St. Ramla,Apartment,5.0,4,134.0,2,Harduf St.,Ramla,13656.716417910447,typically 35 min - 1 hr 15 min,31 min,בית שמש-בית שמש<->נתניה-נתניה,35.0,75.0,31.0,1,16 - 35 min,16.0,35.0,yes,26.8
758,2670000,Ehud Manor St. Ramla,Duplex,4.0,5,133.0,1,Ehud Manor St.,Ramla,20075.187969924813,typically 35 min - 1 hr 10 min,56 min,458,35.0,70.0,56.0,1,14 - 30 min,14.0,30.0,yes,33.25
759,3290000,"onyx  14,Be'er Ya'akov",Apartment,5.0,7,125.0,2,onyx  14,Beer Yaakov,26320.0,NA,NA,NA,,,0.0,1,,,,yes,25.0
760,2495000,Ha-Dror St. Yavne,Apartment,5.0,6,137.0,0,Ha-Dror St.,Yavne,18211.678832116788,typically 35 min - 1 hr 20 min,37 min,177,35.0,80.0,37.0,1,12 - 20 min,12.0,20.0,no,27.4
761,5890000,Dukhifat St. Beer Yaakov,Cottage/house,6.0,2,190.0,1,Dukhifat St.,Beer Yaakov,31000.0,typically 35 min - 1 hr 20 min,35 min,רחובות-רחובות<->בנימינה-בנימינה גבעת עדה,35.0,80.0,35.0,1,16 - 35 min,16.0,35.0,yes,31.666666666666668
762,2850000,Moshe Levi Ramla,Mini penthouse,5.0,21,125.0,2,MosheLevi,Ramla,22800.0,typically 35 min - 1 hr 15 min,54 min,450,35.0,75.0,54.0,1,16 - 30 min,16.0,30.0,yes,25.0
763,4995000,HaMashot St. Yavne,Penthouse,5.0,14,157.0,2,HaMashot St.,Yavne,31815.28662420382,typically 35 min - 1 hr 20 min,39 min,177,35.0,80.0,39.0,1,14 - 26 min,14.0,26.0,yes,31.4
764,2195000,Inbar St. Rehovot,Apartment,3.0,6,78.0,1,Inbar St.,Rehovot,28141.02564102564,typically 45 min - 1 hr 25 min,59 min,277,45.0,85.0,59.0,1,4 - 6 min,4.0,6.0,yes,26.0
765,1590000,Avner Ben Ner St. Netanya,Apartment,3.0,1,45.0,0,Avner Ben Ner St.,Netanya,35333.333333333336,typically 45 min - 1 hr 40 min,50 min,16    נתניה-נתניה<->בית שמש-בית שמש,45.0,100.0,50.0,2,1 hr 10 min - 1 hr 50 min,70.0,110.0,no,15.0
766,2030000,HaMigdal HaLavan St. Ramla,Apartment,4.0,14,101.0,1,HaMigdal HaLavan St.,Ramla,20099.0099009901,typically 35 min - 1 hr 15 min,49 min,450,35.0,75.0,49.0,1,14 - 28 min,14.0,28.0,yes,25.25
767,2050000,"Lavontin St.  38,Netanya",Apartment,4.0,3,101.0,0,Lavontin St.,Netanya,20297.029702970296,typically 45 min - 1 hr 25 min,49 min,611,45.0,85.0,49.0,1,1 hr 10 min - 1 hr 50 min,70.0,110.0,no,25.25
768,2250000,"Agam Dalton St.  18,Ashkelon",Apartment,5.0,4,122.0,2,Agam Dalton St.,Ashkelon,18442.622950819674,typically 1 hr 5 min - 2 hr 10 min,1 hr 36 min,15    אשקלון-אשקלון<->הרצליה-הרצליה,65.0,130.0,96.0,2,45 min - 1 hr 15 min,45.0,75.0,yes,24.4
769,2650000,Ha-Rav Nisanbaum St. Bat Yam,Apartment,4.0,4,102.0,1,Ha-Rav Nisanbaum St.,Bat Yam,25980.392156862745,typically 20 - 55 min,35 min,240,20.0,55.0,35.0,1,24 - 45 min,24.0,45.0,yes,25.5
770,4400000,Ofra Haza Bat Yam,Apartment,4.0,15,106.0,0,Ofra Haza,Bat Yam,41509.43396226415,typically 24 min - 1 hr 5 min,47 min,1,24.0,65.0,47.0,1,24 - 45 min,24.0,45.0,no,26.5
771,1890000,Weizman St. Bat Yam,Apartment,4.0,0,73.0,1,Weizman St.,Bat Yam,25890.41095890411,typically 22 - 50 min,37 min,1,22.0,50.0,37.0,1,24 - 40 min,24.0,40.0,yes,18.25
772,2700000,HaPalmach St. Bat Yam,Garden apt.,3.5,0,91.0,2,HaPalmach St.,Bat Yam,29670.32967032967,typically 20 - 50 min,31 min,240,20.0,50.0,31.0,1,24 - 40 min,24.0,40.0,yes,26.0
773,5850000,Yitshak Sadeh St. Bat Yam,Apartment,5.0,24,135.0,2,Yitshak Sadeh St.,Bat Yam,43333.333333333336,typically 24 min - 1 hr,NA,NA,24.0,60.0,0.0,1,,,,yes,27.0
774,3890000,"Rothschild St.  2,Holon",Penthouse,5.0,9,140.0,1,Rothschild St.,Holon,27785.714285714286,typically 18 - 40 min,29 min,71,18.0,40.0,29.0,1,24 - 45 min,24.0,45.0,yes,28.0
775,1650000,HaShikma St. Bat Yam,Apartment,3.0,4,70.0,1,HaShikma St.,Bat Yam,23571.428571428572,typically 22 min - 1 hr,NA,NA,22.0,60.0,0.0,1,24 - 45 min,24.0,45.0,yes,23.333333333333332
776,2150000,"Shalom Aleichem St.  1,Bat Yam",Apartment,4.0,4,80.0,0,Shalom Aleichem St.,Bat Yam,26875.0,typically 20 - 55 min,44 min,46,20.0,55.0,44.0,1,26 - 50 min,26.0,50.0,no,20.0
777,2890000,Shalom Aleichem St. Bat Yam,Penthouse,4.0,7,108.0,0,Shalom Aleichem St.,Bat Yam,26759.25925925926,typically 20 - 55 min,33 min,240,20.0,55.0,33.0,1,26 - 50 min,26.0,50.0,no,27.0
778,3780000,Derech Ben Gurion Bat Yam,Apartment,3.0,21,85.0,0,Derech Ben Gurion,Bat Yam,44470.58823529412,typically 24 min - 1 hr,1 hr 15 min,705,24.0,60.0,75.0,1,,,,no,28.333333333333332
779,3095000,Zrubavel St. Bat Yam,Apartment,4.5,3,120.0,1,Zrubavel St.,Bat Yam,25791.666666666668,typically 24 min - 1 hr 5 min,45 min,1,24.0,65.0,45.0,1,28 - 50 min,28.0,50.0,yes,26.666666666666668
780,1620000,Ha-Tsipornim St. Bat Yam,Apartment,2.5,3,50.0,1,Ha-Tsipornim St.,Bat Yam,32400.0,typically 20 - 50 min,28 min,240,20.0,50.0,28.0,1,22 - 40 min,22.0,40.0,yes,20.0
781,1890000,Moshe Sharet St. Holon,Apartment,3.0,7,70.0,1,Moshe Sharet St.,Holon,27000.0,typically 20 - 50 min,NA,NA,20.0,50.0,0.0,1,20 - 40 min,20.0,40.0,yes,23.333333333333332
782,4600000,Herutenu St. Tel Aviv-Yafo,Cottage/house,3.0,1,120.0,0,Herutenu St.,Tel Aviv-Yafo,38333.333333333336,typically 9 - 18 min,20 min,7,9.0,18.0,20.0,1,28 - 45 min,28.0,45.0,no,40.0
