,price,address,property_type,num_rooms,floor_num,meters,parking,street,city
1045,3720000,Shmurat Nakhal Banias St. Netanya,Apartment,5,3,136,2,Shmurat Nakhal Banias St.,Netanya
1046,2090000,Rambam St. Netanya,Apartment,3,7,75,1,Rambam St.,Netanya
1047,4690000,Professor Schorr St. Netanya,Cottage/house,7,4,250,1,Professor Schorr St.,Netanya
1048,2650000,Yair Avraham Stern St. Netanya,Duplex,5,5,140,1,Yair Avraham St.,Netanya
1049,1850000,Nakhum St. Netanya,Rooftop apt.,4,4,93,NA,Nakhum St.,Netanya
1050,2250000,Sderot Golda Meir Netanya,Apartment,4.5,9,108,1,SderotGoldaMeir,Netanya
1051,2450000,HaKalir St. Netanya,Apartment,4,22,110,2,HaKalir St.,Netanya
1052,10000000,"HaTehila St.  10,Netanya",Cottage/house,5,2,188,2,HaTehila St.,Netanya
1053,3950000,Archi Sherman St. Netanya,Apartment,6,6,150,4,Archi Sherman St.,Netanya
1054,4800000,"Baruch Ram St.  23,Netanya",Apartment,4,5,106,1,Baruch Ram St.,Netanya
1055,2950000,"Yaakov Dori St.  4,Netanya",Apartment,5,5,130,3,Yaakov Dori St.,Netanya
1056,7750000,"Nitsa Boulevard  26,Netanya",Apartment,5,18,250,4,Nitsa Boulevard  26,Netanya
1057,3050000,"Menachem Begin St.  9,Netanya",Apartment,3.5,5,105,1,Menachem Begin St.,Netanya
1058,2000000,"Ha-Hagana St.  7,Bat Yam",Apartment,3,3,80,2,Ha-Hagana St.,Bat Yam
1059,2650000,"Mahal St.  59,Tel Aviv-Yafo",Apartment,4,8,94,1,Mahal St.,Tel Aviv-Yafo
1060,3300000,Geulim St. Holon,Penthouse,3,7,76,1,Geulim St.,Holon
1061,1450000,Ha-Rav Herzog St. Bat Yam,Apartment,3,3,63,NA,Ha-Rav Herzog St.,Bat Yam
1062,1650000,Nitsana St. Bat Yam,Apartment,2,3,53,NA,Nitsana St.,Bat Yam
1063,2330000,Ha-Sigalon St. Holon,Apartment,3,6,85,1,Ha-Sigalon St.,Holon
1064,2190000,Yavnieli St. Holon,Apartment,4,4,85,1,Yavnieli St.,Holon
1065,2850000,Tsvi Shapira St. Holon,Apartment,5,3,120,NA,Tsvi Shapira St.,Holon
1066,3580000,Reuven Barkat St. Holon,Apartment,4,1,110,1,Reuven Barkat St.,Holon
1067,2490000,HaTsanhanim St. Holon,Apartment,4,1,135,2,HaTsanhanim St.,Holon
1068,2235000,Ha-Sigalon St. Holon,Garden apt.,2,0,65,1,Ha-Sigalon St.,Holon
1069,3490000,"Ha-Rav Nisanbaum St.  37,Bat Yam",Apartment,4,26,110,1,Ha-Rav Nisanbaum St.,Bat Yam
1070,2390000,Tora VaAvoda St. Rishon LeTsiyon,Rooftop apt.,5,3,125,NA,Tora VaAvoda St.,Rishon LeTsiyon
1071,2430000,Geulim St. Holon,Apartment,4,6,89,1,Geulim St.,Holon
1072,2625000,Geulim St. Holon,Apartment,4,5,92,NA,Geulim St.,Holon
1073,2450000,Ha-Rav Nisanbaum St. Bat Yam,Apartment,3,1,87,1,Ha-Rav Nisanbaum St.,Bat Yam
1074,2410000,Tsvi Shapira St. Holon,Penthouse,3,6,139,NA,Tsvi Shapira St.,Holon
1075,2490000,Arlozorov St. Bat Yam,Apartment,4,4,107,1,Arlozorov St.,Bat Yam
1076,2070000,Shlomo Kaplanski St. Rishon LeTsiyon,Apartment,3,1,75,NA,Shlomo Kaplanski St.,Rishon LeTsiyon
1077,1250000,HaRav Kapah St. Holon,Apartment,2,0,32,NA,HaRav Kapah St.,Holon
1078,1750000,Yavnieli St. Holon,Garden apt.,2,0,62,NA,Yavnieli St.,Holon
1079,1850000,Brazaville St. Holon,Apartment,3,3,60,NA,Brazaville St.,Holon
1080,3250000,Yosef Aharonovich St. Holon,Mini penthouse,4,5,85,1,Yosef Aharonovich St.,Holon
1081,6500000,Arlozorov St. Holon,Cottage/house,6,3,280,2,Arlozorov St.,Holon
1082,21500000,Neve Tzedek St. Tel Aviv,Apartment,15,0,500,NA,Neve Tzedek St.,Tel Aviv
1083,4350000,Bernstein-Cohen St. Tel Aviv-Yafo,Apartment,3,0,95,NA,Bernstein-Cohen St.,Tel Aviv-Yafo
1084,7800000,Manne St. Tel Aviv-Yafo,Apartment,4,4,100,2,Manne St.,Tel Aviv-Yafo
1085,5300000,Yona HaNavi St. Tel Aviv-Yafo,Apartment,4,1,100,NA,Yona HaNavi St.,Tel Aviv-Yafo
1086,4100000,Ben Yehuda St. Tel Aviv-Yafo,Apartment,2,2,72,NA,Ben Yehuda St.,Tel Aviv-Yafo
1087,3700000,Zrubavel St. Tel Aviv-Yafo,Apartment,3,3,74,NA,Zrubavel St.,Tel Aviv-Yafo
1088,6750000,Rembrandt St. Tel Aviv-Yafo,Apartment,3,3,110,1,Rembrandt St.,Tel Aviv-Yafo
1089,4500000,HaHashmonaim St. Tel Aviv-Yafo,Duplex,4,0,95,1,HaHashmonaim St.,Tel Aviv-Yafo
1090,2000000,"Moriya  22,Ari'el",Garden apt.,4,0,112,1,Moriya  22,Ariel
1091,2100000,Yehuda Halevi St. Rishon LeTsiyon,Apartment,4,3,90,1,Yehuda Halevi St.,Rishon LeTsiyon
1092,2600000,"HaGdud Haivri St.  61,Rishon LeTsiyon",Rooftop apt.,5.5,4,120,1,HaGdud Haivri St.,Rishon LeTsiyon
1093,1850000,HaGdud Haivri St. Rishon LeTsiyon,Apartment,3,2,72,1,HaGdud Haivri St.,Rishon LeTsiyon
1094,2900000,"HaShomer St.  14,Rishon LeTsiyon",Apartment,5.5,3,128,1,HaShomer St.,Rishon LeTsiyon
1095,2200000,HaMoran St. Rishon LeTsiyon,Apartment,4,2,90,1,HaMoran St.,Rishon LeTsiyon
1096,3050000,Tiomkin St. Rishon LeTsiyon,Penthouse,4,7,105,1,Tiomkin St.,Rishon LeTsiyon
1097,2780000,Pika St. Rishon LeTsiyon,Apartment,5,4,120,2,Pika St.,Rishon LeTsiyon
1098,2000000,Eliezer Balaban St. Rishon LeTsiyon,Apartment,3,2,67,2,Eliezer Balaban St.,Rishon LeTsiyon
1099,5450000,Ha-Golan St. Beer Yaakov,Cottage/house,7,3,240,1,Ha-Golan St.,Beer Yaakov
1100,1980000,David Shimoni St. Rehovot,Apartment,3,2,100,1,David Shimoni St.,Rehovot
1101,1560000,Yakinton St. Lod,Apartment,4,7,90,1,Yakinton St.,Lod
1102,1560000,HaGalil St. Haifa,Apartment,4,3,94,NA,HaGalil St.,Haifa
1103,2450000,HaRav Kapah St. Holon,Garden apt.,3.5,0,90,NA,HaRav Kapah St.,Holon
1104,2550000,Mikve Yisrael St. Holon,Duplex,4,1,100,1,Mikve Yisrael St.,Holon
1105,2690000,Chayim Vital St. Tel Aviv-Yafo,Apartment,2,1,50,NA,Chayim Vital St.,Tel Aviv-Yafo
1106,2050000,"Eilat St.  43,Holon",Apartment,4,3,90,NA,Eilat St.,Holon
1107,1840000,HaShikma St. Bat Yam,Apartment,3,2,80,NA,HaShikma St.,Bat Yam
1108,1560000,HaGvaot St. Bat Yam,Apartment,2,2,55,NA,HaGvaot St.,Bat Yam
1109,2200000,Arlozorov St. Bat Yam,Apartment,4,2,80,NA,Arlozorov St.,Bat Yam
1110,1550000,Ha-Rav Herzog St. Bat Yam,Apartment,3,2,68,NA,Ha-Rav Herzog St.,Bat Yam
1111,2080000,Ha-Tavor St. Bat Yam,Apartment,4,3,110,NA,Ha-Tavor St.,Bat Yam
1112,1580000,Memorial Gimel St. Bat Yam,Apartment,2.5,3,68,NA,Memorial Gimel St.,Bat Yam
1113,2090000,"Eli Cohen St.  27,Bat Yam",Apartment,4,3,105,NA,Eli Cohen St.,Bat Yam
1114,2650000,"Rothschild St.  27,Rishon LeTsiyon",Apartment,4,3,125,NA,Rothschild St.,Rishon LeTsiyon
1115,3090000,"Yaakov Sela St.  4,Tel Aviv-Yafo",Apartment,5,7,100,1,Yaakov Sela St.,Tel Aviv-Yafo
1116,830000,"Ha-Tana Nakhum Ish Gamzu St.  123,Tiberias",Duplex,4,1,120,NA,Ha-Tana Nakhum Ish Gamzu St.,Tiberias
1117,850000,Shalom Aleichem St. Ashkelon,Apartment,3,0,55,NA,Shalom Aleichem St.,Ashkelon
1118,790000,Ephraim Tsur St. Ashkelon,Apartment,3,2,55,NA,Ephraim Tsur St.,Ashkelon
1119,840000,Shapira St. Ashkelon,Apartment,3,1,76,NA,Shapira St.,Ashkelon
1120,810000,Gyora Yoseftal St. Ashkelon,Apartment,3,2,74,NA,Gyora Yoseftal St.,Ashkelon
1121,1150000,Sderot Montefiore Ashkelon,Apartment,4,2,110,NA,SderotMontefiore,Ashkelon
1122,1130000,Mikha St. Ashkelon,Apartment,4,2,110,NA,Mikha St.,Ashkelon
1123,1300000,Neve Shalom St. Ashkelon,Apartment,4,8,87,NA,Neve Shalom St.,Ashkelon
1124,770000,Yehuda Halevi St. Ashkelon,Apartment,3,3,55,NA,Yehuda Halevi St.,Ashkelon
1125,795000,Bialik St. Ashkelon,Apartment,2.5,2,48,NA,Bialik St.,Ashkelon
1126,850000,Hida St. Ashkelon,Apartment,3,3,70,NA,Hida St.,Ashkelon
1127,680000,Yehuda Halevi St. Ashkelon,Apartment,2,3,50,NA,Yehuda Halevi St.,Ashkelon
1128,1100000,Iyar St. Ashkelon,Apartment,3,4,70,NA,Iyar St.,Ashkelon
1129,2080000,Maale Ha-Gat St. Ashkelon,Apartment,5,3,130,1,Maale Ha-Gat St.,Ashkelon
1130,980000,Bialik St. Ashkelon,Apartment,4,3,90,NA,Bialik St.,Ashkelon
1131,755000,Eliezer Milrod St. Ashkelon,Apartment,2.5,3,50,NA,Eliezer Milrod St.,Ashkelon
1132,780000,"Gyora Yoseftal St.  6,Ashkelon",Apartment,2.5,2,50,NA,Gyora Yoseftal St.,Ashkelon
1133,795000,Bialik St. Ashkelon,Apartment,2.5,1,51,NA,Bialik St.,Ashkelon
1134,4000000,Hana Adler St. Ashkelon,Villa,1,1,601,3,Hana Adler St.,Ashkelon
1135,980000,Yehuda Halevi St. Ashkelon,Apartment,4,2,78,NA,Yehuda Halevi St.,Ashkelon
1136,1360000,Arieh St. Ashkelon,Apartment,3.5,1,78,2,Arieh St.,Ashkelon
1137,880000,Ha-Histadrut St. Ashkelon,Apartment,3,1,77,NA,Ha-Histadrut St.,Ashkelon
1138,850000,Ephraim Tsur St. Ashkelon,Apartment,3,1,60,NA,Ephraim Tsur St.,Ashkelon
1139,1220000,"Yehuda Halevi St.  9,Ashkelon",Apartment,4,1,67,NA,Yehuda Halevi St.,Ashkelon
1140,1500000,"Tsahal St.  1,Ariel",Duplex,5.5,2,143,NA,Tsahal St.,Ariel
1141,1670000,"Derech HaTsiyonut  79,Ariel",Apartment,4,7,108,4,Derech HaTsiyonut  79,Ariel
1142,1350000,"Sheshet Ha-Yamim St.  8,Ariel",Duplex,3.5,2,88,NA,Sheshet Ha-Yamim St.,Ariel
1143,3500000,"HaGalil St.  13,Ariel",Cottage/house,5,3,183,2,HaGalil St.,Ariel
1144,2950000,"Song of Songs  5,Neria",Villa,6.5,2,170,NA,Song of Songs  5,Neria
1145,1550000,"Shaar HaGai St.  19,Ariel",Apartment,4.5,1,96,1,Shaar HaGai St.,Ariel
1146,2000000,"Ha-Arava St.  49,Ariel",Garden apt.,4,0,105,2,Ha-Arava St.,Ariel
1147,1900000,"Tarshish St.  15,Kdumim",Villa,12,3,370,2,Tarshish St.,Kdumim
1148,2600000,"Yefe Nof St.  16,Ariel",Penthouse,5,4,148,2,Yefe Nof St.,Ariel
1149,2050000,"Ir HaYona St.  12,Ariel",Garden apt.,5,2,113,2,Ir HaYona St.,Ariel
1150,1650000,"Avner St.  17,Ariel",Duplex,5.5,3,132,NA,Avner St.,Ariel
1151,1900000,"Ramat HaGolan St.  10,Ari'el",Apartment,4,2,102,1,Ramat HaGolan St.,Ariel
1152,2900000,"Derech HaNahshonim  6,Ariel",Cottage/house,6,3,152,1,Derech HaNahshonim  6,Ariel
1153,2800000,"Ramat HaGolan St.  21,Ari'el",Duplex,5,1,151,2,Ramat HaGolan St.,Ariel
1154,1550000,"Ha-Vradim St.  9,Ariel",Garden apt.,4,0,90,NA,Ha-Vradim St.,Ariel
1155,1650000,"Yehuda St.  6,Ariel",Apartment,4,2,113,NA,Yehuda St.,Ariel
1156,1300000,"Ha-Komemiyut St.  2,Ariel",Apartment,3,3,76,NA,Ha-Komemiyut St.,Ariel
1157,1350000,"Ha-Negev St.  5,Ariel",Apartment,3,1,60,1,Ha-Negev St.,Ariel
1158,2000000,"Ha-Pisga St.  40,Ariel",Garden apt.,4,0,91,NA,Ha-Pisga St.,Ariel
1159,1750000,"Ramat HaGolan St.  18,Ari'el",Apartment,4,2,93,2,Ramat HaGolan St.,Ariel
1160,1550000,"Ha-Brosh St.  58,Karnei Shomron",Apartment,4,1,95,NA,Ha-Brosh St.,Karnei Shomron
1161,1700000,"Avner St.  18,Ariel",Duplex,5.5,3,132,NA,Avner St.,Ariel
1162,1630000,"Ha-Negev St.  43,Ari'el",Duplex,4,3,95,1,Ha-Negev St.,Ariel
1163,2600000,"HaGalil St.  20,אריאל",Cottage/house,5,1,135,1,HaGalil St.,אריאל
1164,3700000,"Matityahu Dankner St.  15,Netanya",Apartment,5,1,145,1,Matityahu Dankner St.,Netanya
1165,5300000,"Pierre Koenig St.  3,Netanya",Apartment,5,14,166,NA,Pierre Koenig St.,Netanya
1166,3400000,"Isser Harel St.  3,Netanya",Duplex,5,2,230,2,Isser Harel St.,Netanya
1167,11200000,Bnei Binyamin St. Netanya,Penthouse,6,9,265,2,Bnei Binyamin St.,Netanya
1168,6900000,Uzi Hitman St. Netanya,Duplex,5.5,16,220,NA,Uzi Hitman St.,Netanya
1169,8900000,"David HaMelech St.  8,Netanya",Mini penthouse,6,25,206,2,David HaMelech St.,Netanya
1170,1980000,"Borokhov St.  13,Netanya",Apartment,4,0,96,NA,Borokhov St.,Netanya
1171,2195000,Ha-Sar Rabinovich St. Bat Yam,Apartment,3,1,70,1,Ha-Sar Rabinovich St.,Bat Yam
1172,4280000,"Tnuat HaMeri St.  10,Ramat Gan",Garden apt.,4,0,100,1,Tnuat HaMeri St.,Ramat Gan
1173,2150000,"HaRav Yehuda Tsvi Meltser St.  4,Rehovot",Apartment,3,3,96,1,HaRav Yehuda Tsvi Meltser St.,Rehovot
1174,5450000,"Anafa St.  2,Mazkeret Batya",Cottage/house,6,2,180,1,Anafa St.,Mazkeret Batya
1175,1550000,"Ha-Akhim Trabes St.  4,Rehovot",Apartment,3.5,3,83,NA,Ha-Akhim Trabes St.,Rehovot
1176,4200000,"Tarshish St.  18,Rehovot",Cottage/house,6,3,150,2,Tarshish St.,Rehovot
1177,2450000,"Nufar St.  4,Yavne",Garden apt.,4,0,95,1,Nufar St.,Yavne
1178,3900000,Carlebach St. Tel Aviv-Yafo,Apartment,2.5,5,80,1,Carlebach St.,Tel Aviv-Yafo
1179,3950000,Bar Yokhai St. Tel Aviv-Yafo,Apartment,5,2,110,NA,Bar Yokhai St.,Tel Aviv-Yafo
1180,14300000,HaBaron Hirsch St. Tel Aviv-Yafo,Penthouse,5,6,240,2,HaBaron Hirsch St.,Tel Aviv-Yafo
1181,3600000,Yisrael Ben Tsiyon St. Bat Yam,Duplex,5,5,155,1,Yisrael Ben Tsiyon St.,Bat Yam
1182,1925000,Fikus St. Tel Aviv-Yafo,Apartment,3,7,90,NA,Fikus St.,Tel Aviv-Yafo
1183,3150000,"Engel St.  8,Tel Aviv-Yafo",Apartment,3,2,80,NA,Engel St.,Tel Aviv-Yafo
1184,4400000,Yefe Nof St. Ashkelon,Duplex,4,22,132,1,Yefe Nof St.,Ashkelon
1185,4200000,Yefe Nof St. Ashkelon,Mini penthouse,5,23,133,2,Yefe Nof St.,Ashkelon
1186,5200000,Yefe Nof St. Ashkelon,Penthouse,5,24,155,2,Yefe Nof St.,Ashkelon
1187,9000000,Shika Gertsberg St. Rishon LeTsiyon,Cottage/house,7,3,338,2,Shika Gertsberg St.,Rishon LeTsiyon
1188,2530000,Yaakov Tamari Rehovot,Apartment,4,1,94,1,YaakovTamari,Rehovot
1189,2480000,Yaakov Tamari Rehovot,Apartment,4,2,94,1,YaakovTamari,Rehovot
1190,1753500,"Ahad HaAm St.  6,Haifa",Apartment,3,8,73,1,Ahad HaAm St.,Haifa
1191,1200000,"Ahad HaAm St.  6,Haifa",Apartment,2,3,62,4,Ahad HaAm St.,Haifa
1192,750000,Khayat St. Haifa,Apartment,2,2,28,NA,Khayat St.,Haifa
1193,810000,"Sderot HaMeginim  1,Haifa",Apartment,3,3,50,NA,Sderot HaMeginim  1,Haifa
1194,2999000,"Salesian St.  9,Haifa",Apartment,6,2,220,NA,Salesian St.,Haifa
1195,535000,Khayat St. Haifa,Apartment,1,2,18,NA,Khayat St.,Haifa
1196,1200000,"Ein Dor St.  11,Haifa",Apartment,3,11,50,NA,Ein Dor St.,Haifa
1197,1100000,"Shivat Tsiyon St.  1,Haifa",Apartment,3,1,88,NA,Shivat Tsiyon St.,Haifa
1198,1250000,HaTishim Ve-Shalosh St. Haifa,Garden apt.,3,0,63,NA,HaTishim Ve-Shalosh St.,Haifa
1199,950000,"Derech Allenby  10,Haifa",Apartment,3.5,3,80,NA,Derech Allenby  10,Haifa
1200,950000,HaBankim St. Haifa,Apartment,3.5,3,80,NA,HaBankim St.,Haifa
1201,700000,Hadera St. Haifa,Apartment,3,1,70,NA,Hadera St.,Haifa
1202,975000,"Ahad HaAm St.  7,Haifa",Apartment,4,2,90,NA,Ahad HaAm St.,Haifa
1203,1480000,"Sderot HaMeginim  46,Haifa",Apartment,2,2,70,NA,Sderot HaMeginim  46,Haifa
1204,800000,"Derech Israel bar Yehuda  1,Haifa",Apartment,4,3,80,NA,Derech Israel bar Yehuda  1,Haifa
1205,1250000,Tabur HaArets St. Tiberias,Apartment,4,2,120,1,Tabur HaArets St.,Tiberias
1206,630000,Al Hadif St. Tiberias,Apartment,3,1,75,NA,Al Hadif St.,Tiberias
1207,2200000,"Ha-Narkis St.  411,Tiberias",Triplex,7,1,188,1,Ha-Narkis St.,Tiberias
1208,440000,"Ha-Banim St.  12,Tiberias",Apartment,1.5,4,27,NA,Ha-Banim St.,Tiberias
1209,740000,"Golani St.  1,Tiberias",Apartment,3,3,80,NA,Golani St.,Tiberias
1210,1350000,Bar Kochva St. Tiberias,Apartment,4,4,120,2,Bar Kochva St.,Tiberias
1211,1280000,Tseelon St. Tiberias,Apartment,4,3,110,1,Tseelon St.,Tiberias
1212,1500000,"Metsada St.  3,Tiberias",Garden apt.,6,0,150,NA,Metsada St.,Tiberias
1213,685000,"Gdud Barak St.  17,Tiberias",Apartment,2,6,50,1,Gdud Barak St.,Tiberias
1214,199000,"Ha-Banim St.  10,Tiberias",Apartment,1,0,12,NA,Ha-Banim St.,Tiberias
1215,820000,Tsiyon Bahalul St. Tiberias,Apartment,4.5,1,120,NA,Tsiyon Bahalul St.,Tiberias
1216,590000,Brenner St. Tiberias,Apartment,3.5,3,88,NA,Brenner St.,Tiberias
1217,3500000,"HaRav Kuk St.  25,Netanya",Penthouse,6,8,220,1,HaRav Kuk St.,Netanya
1218,1180000,Tel Hai St. Beer Sheva,Apartment,4,1,100,NA,Tel Hai St.,Beer Sheva
1219,1500000,Shear Yashuv St. Beer Sheva,Cottage/house,3,1,65,1,Shear Yashuv St.,Beer Sheva
1220,635000,Giyora Yoseftal St. Beer Sheva,Apartment,3,1,70,NA,Giyora Yoseftal St.,Beer Sheva
1221,830000,Nakhum Guttman St. Beer Sheva,Apartment,3,5,84,1,Nakhum Guttman St.,Beer Sheva
1222,600000,Avraham Avinu St. Beer Sheva,Apartment,3,2,57,NA,Avraham Avinu St.,Beer Sheva
1223,720000,Alfasi St. Beer Sheva,Apartment,3,2,74,NA,Alfasi St.,Beer Sheva
1224,700000,"Rahvat Shlomtsiyon  15,Beersheba",Garden apt.,2.5,0,56,NA,Rahvat Shlomtsiyon  15,Beersheba
1225,915000,"Lavontin St.  16,Haifa",Apartment,3.5,3,80,NA,Lavontin St.,Haifa
1226,2800000,"Rakhel St.  3,Haifa",Apartment,4.5,1,115,NA,Rakhel St.,Haifa
1227,1630000,Rothschild St. Bat Yam,Apartment,3,1,80,NA,Rothschild St.,Bat Yam
1228,4000000,"Yitshak Sadeh St.  8,Bat Yam",Apartment,5,4,126,1,Yitshak Sadeh St.,Bat Yam
1229,2690000,Ha-Lamed Hei St. Givatayim,Garden apt.,3,0,80,NA,Ha-Lamed Hei St.,Givatayim
1230,2790000,"Yitshak Sadeh St.  10,Bat Yam",Apartment,3.5,9,115,1,Yitshak Sadeh St.,Bat Yam
1231,4100000,"Yitshak Sadeh St.  2,Bat Yam",Apartment,4,8,140,2,Yitshak Sadeh St.,Bat Yam
1232,1490000,Sumkan St. Tel Aviv-Yafo,Apartment,2.5,2,65,NA,Sumkan St.,Tel Aviv-Yafo
1233,1950000,"Dakar St.  2,Bat Yam",Apartment,3,2,80,NA,Dakar St.,Bat Yam
1234,1790000,"Ha-Rav Herzog St.  32,Bat Yam",Apartment,3.5,2,95,NA,Ha-Rav Herzog St.,Bat Yam
1235,4280000,Ha-Komemiyut St. Bat Yam,Apartment,5,15,136,2,Ha-Komemiyut St.,Bat Yam
1236,2780000,"Yitshak Sadeh St.  8,Bat Yam",Apartment,3,21,70,1,Yitshak Sadeh St.,Bat Yam
1237,3690000,Derech Ben Gurion Bat Yam,Apartment,4,2,117,1,Derech Ben Gurion,Bat Yam
1238,2400000,"HaAtsmaut Boulevard  10,Bat Yam",Apartment,3,4,70,NA,HaAtsmaut Boulevard  10,Bat Yam
1239,2790000,"Rothschild St.  4,Bat Yam",Garden apt.,4,0,114,NA,Rothschild St.,Bat Yam
1240,4900000,Moshe Sharet St. Tel Aviv-Yafo,Apartment,3,2,78,2,Moshe Sharet St.,Tel Aviv-Yafo
1241,6100000,Leonardo da Vinci St. Tel Aviv-Yafo,Apartment,5,11,116,1,Leonardo da Vinci St.,Tel Aviv-Yafo
1242,7490000,"Biltmore St.  14,Tel Aviv-Yafo",Apartment,4,0,93,1,Biltmore St.,Tel Aviv-Yafo
1243,15950000,Biltmore St. Tel Aviv-Yafo,Duplex,7,0,207,1,Biltmore St.,Tel Aviv-Yafo
1244,6500000,"Leonardo da Vinci St.  1,Tel Aviv-Yafo",Mini penthouse,4,28,96,1,Leonardo da Vinci St.,Tel Aviv-Yafo
1245,4500000,Jabotinsky St. Tel Aviv-Yafo,Apartment,4,1,70,NA,Jabotinsky St.,Tel Aviv-Yafo
1246,25000000,"Yonatan Havafsi St.  6,Tel Aviv-Yafo",Penthouse,5,6,200,2,Yonatan Havafsi St.,Tel Aviv-Yafo
1247,7500000,HaYarkon St. Tel Aviv-Yafo,Apartment,3.5,10,100,1,HaYarkon St.,Tel Aviv-Yafo
1248,12000000,Bavli St. Tel Aviv-Yafo,Garden apt.,7,0,200,1,Bavli St.,Tel Aviv-Yafo
1249,7920000,Yonatan Havafsi St. Tel Aviv-Yafo,Apartment,4,5,115,1,Yonatan Havafsi St.,Tel Aviv-Yafo
1250,5750000,Epstein St. Tel Aviv-Yafo,Apartment,4,3,100,1,Epstein St.,Tel Aviv-Yafo
1251,7800000,Fishman-Maimon St. Tel Aviv-Yafo,Apartment,4,3,110,1,Fishman-Maimon St.,Tel Aviv-Yafo
1252,7490000,Biltmore St. Tel Aviv-Yafo,Apartment,4,6,104,1,Biltmore St.,Tel Aviv-Yafo
1253,7900000,Zirelson St. Tel Aviv-Yafo,Apartment,5,1,106,1,Zirelson St.,Tel Aviv-Yafo
1254,5100000,Ha-Shoftim St. Tel Aviv-Yafo,Apartment,4.5,3,96,NA,Ha-Shoftim St.,Tel Aviv-Yafo
1255,7115000,Yonatan Havafsi St. Tel Aviv-Yafo,Apartment,4,5,103,1,Yonatan Havafsi St.,Tel Aviv-Yafo
1256,4600000,Pinsker St. Tel Aviv-Yafo,Apartment,4.5,4,100,NA,Pinsker St.,Tel Aviv-Yafo
1257,8700000,Weizmann St. Tel Aviv-Yafo,Apartment,9,2,180,NA,Weizmann St.,Tel Aviv-Yafo
1258,3700000,Mordechai Namir Road Tel Aviv-Yafo,Apartment,3,5,70,1,Mordechai Namir Road,Tel Aviv-Yafo
1259,5750000,"Hoshea St.  18,Tel Aviv-Yafo",Apartment,2,3,68,1,Hoshea St.,Tel Aviv-Yafo
1260,6500000,Bar Kochva St. Tel Aviv-Yafo,Apartment,4,2,94,NA,Bar Kochva St.,Tel Aviv-Yafo
1261,4900000,Arie Pasternak St. Tel Aviv-Yafo,Apartment,3,4,96,1,Arie Pasternak St.,Tel Aviv-Yafo
1262,5990000,Cremieux St. Tel Aviv-Yafo,Apartment,4,3,100,1,Cremieux St.,Tel Aviv-Yafo
1263,7200000,"Pinsker St.  4,Tel Aviv-Yafo",Apartment,4,4,100,1,Pinsker St.,Tel Aviv-Yafo
1264,6000000,"Aharon Becker St.  2,Tel Aviv-Yafo",Apartment,4,3,121,2,Aharon Becker St.,Tel Aviv-Yafo
1265,5950000,Ben Shaprut St. Tel Aviv-Yafo,Garden apt.,4,0,93,1,Ben Shaprut St.,Tel Aviv-Yafo
1266,2350000,Bar Giyora St. Tel Aviv-Yafo,Apartment,1,0,30,NA,Bar Giyora St.,Tel Aviv-Yafo
1267,39000000,Ahavat Tsiyon St. Tel Aviv-Yafo,Villa,10,3,500,2,Ahavat Tsiyon St.,Tel Aviv-Yafo
1268,6900000,Shlomtsiyon HaMalka St. Tel Aviv-Yafo,Apartment,4,1,103,1,Shlomtsiyon HaMalka St.,Tel Aviv-Yafo
1269,10950000,Remez St. Tel Aviv-Yafo,Apartment,5,5,160,1,Remez St.,Tel Aviv-Yafo
1270,3490000,Sderot Washington Tel Aviv-Yafo,Apartment,2.5,3,56,NA,Sderot Washington,Tel Aviv-Yafo
1271,3980000,Victor Hugo St. Tel Aviv-Yafo,Apartment,3.5,2,85,NA,Victor Hugo St.,Tel Aviv-Yafo
1272,3340000,Rabenu Khananel St. Tel Aviv-Yafo,Apartment,2.5,3,56,NA,Rabenu Khananel St.,Tel Aviv-Yafo
1273,5850000,Hess St. Tel Aviv-Yafo,Apartment,3.5,4,80,1,Hess St.,Tel Aviv-Yafo
1274,3650000,Shir St. Tel Aviv-Yafo,Apartment,2.5,2,71,NA,Shir St.,Tel Aviv-Yafo
1275,6450000,Bnei Ephraim St. Tel Aviv-Yafo,Duplex,5,2,164,1,Bnei Ephraim St.,Tel Aviv-Yafo
1276,3700000,Bnei Ephraim St. Tel Aviv-Yafo,Apartment,4,6,95,1,Bnei Ephraim St.,Tel Aviv-Yafo
1277,3800000,Kehilat Padova St. Tel Aviv-Yafo,Apartment,3,1,74,NA,Kehilat Padova St.,Tel Aviv-Yafo
1278,7700000,Beit Pelet St. Tel Aviv-Yafo,Garden apt.,6,0,240,2,Beit Pelet St.,Tel Aviv-Yafo
1279,4000000,Alexander Yannai St. Tel Aviv-Yafo,Apartment,3,4,60,NA,Alexander Yannai St.,Tel Aviv-Yafo
1280,32000000,Merkaz Baalei Melaha St. Tel Aviv-Yafo,Duplex,6,5,215,2,Merkaz Baalei Melaha St.,Tel Aviv-Yafo
1281,4500000,Yishaayahu St. Tel Aviv-Yafo,Apartment,3,4,80,NA,Yishaayahu St.,Tel Aviv-Yafo
1282,11000000,Tsadok ha-Cohen St. Tel Aviv-Yafo,Penthouse,4,5,120,2,Tsadok ha-Cohen St.,Tel Aviv-Yafo
1283,6700000,Yishaayahu St. Tel Aviv-Yafo,Apartment,4,4,100,NA,Yishaayahu St.,Tel Aviv-Yafo
